-0.141365,51.5039
-2.93458,53.4234
-3.54438,55.894
-1.85793,52.4706
-4.63089,53.3077
-1.78471,51.5676
-0.718472,52.3961
0.134642,52.2036
0.338179,53.1576
-1.61692,52.7979
0.263597,51.1382
-3.26568,51.4082
-2.25603,52.3756
0.582803,51.523
-3.02927,53.8279
0.104824,50.775
-1.54345,52.2876
-3.58248,53.2871
-0.185365,52.3385
-1.48467,51.2118
-0.705751,52.4881
-3.18115,51.4918
-2.13662,51.3725
-1.39577,53.1775
-2.3721,53.303
-1.52305,55.1229
-2.37963,53.4931
0.878574,51.1443
0.506762,52.3517
-1.21994,54.6823
-0.192122,51.905
-2.02714,52.5263
-0.142798,50.9552
0.434395,52.0828
1.73355,52.474
-4.05983,51.0767
-2.74274,54.3255
-1.20604,53.0067
-0.0245127,52.9755
0.714237,52.2472
-1.55929,53.8034
-2.8976,53.193
-2.00947,55.769
-2.85251,51.4349
-2.44683,53.0953
-0.62967,51.5162
-1.71281,53.7373
-1.36053,52.7257
0.886373,51.3136
-2.99761,51.1289
-2.51736,53.0671
-2.72479,53.3486
-0.347888,53.7571
-1.31999,51.0637
1.28371,52.6395
-0.660036,51.9179
-1.22637,50.8734
-2.95559,51.3469
-1.92595,52.6787
-5.06643,50.2628
1.08177,51.2802
-3.93473,56.1212
-3.48427,50.9048
-1.67643,54.6472
0.555905,51.8802
1.26071,51.9331
1.15257,51.7993
-0.776028,50.8357
0.66705,51.5568
1.149,51.0836
-1.21626,53.3649
-3.40246,50.6257
-3.36343,51.6707
-2.15444,52.2666
-2.43907,50.7105
-3.47253,51.2032
0.25638,50.8649
-2.83142,54.056
-1.21539,52.7706
0.900176,51.8904
-4.9739,51.7996
-2.74807,52.714
0.110998,51.7725
-2.32143,51.2302
-1.83254,54.8561
-3.32373,51.5915
0.162651,52.6624
-1.29022,52.7672
-1.5456,54.9602
0.168439,51.054
-1.82308,52.6842
-1.08665,53.9616
-3.05215,53.3822
-0.731371,51.4074
-2.11792,52.8187
1.30119,51.1336
-1.55348,53.1398
-3.20086,55.9449
-2.118,53.5294
-3.01932,51.8242
-0.694195,52.0321
-3.10222,51.0186
-1.07013,54.6105
-1.16487,52.2575
1.3943,51.3659
-1.24905,51.6105
-1.26115,52.3728
-2.18109,51.2033
-1.96689,51.7124
-0.766987,51.2871
-3.22563,54.1175
-1.48573,50.9909
-0.602188,52.2933
-2.43179,53.7313
-3.51691,50.7213
-3.60457,50.5324
-1.30224,53.5952
0.6819,51.7326
0.187756,51.2808
-5.02663,54.9031
-2.57472,51.4656
-0.553897,53.2179
-1.55181,54.6861
-2.02486,53.1048
0.435561,51.594
0.00865926,50.8749
-2.58012,51.9156
-3.4105,51.6112
-1.47158,52.7474
-0.677055,50.7903
-1.4199,53.245
0.263613,52.3988
-0.450244,51.8925
0.2829,50.7857
-0.611053,51.1884
-3.83582,55.7332
-1.683,52.6237
-0.95534,51.4451
-0.354959,51.8184
-3.45151,56.0716
-2.88674,56.6447
-2.00396,51.4389
-3.61078,55.0711
-1.29766,50.7149
-0.933551,51.0052
-4.86736,55.7976
-0.725171,51.0877
-0.410726,54.2757
-1.87017,52.9026
0.476969,51.7348
-4.73397,56.006
-1.94388,52.0893
-2.82317,56.4814
-2.01658,52.6902
-1.79851,51.0713
1.72462,52.5996
-0.699571,52.3018
-1.54909,50.7584
-2.63961,50.9451
-2.59132,56.5613
-2.98987,51.5887
-3.72196,53.2952
-1.30414,51.4015
-1.36004,53.4473
-0.324456,51.069
-1.88184,50.742
-5.07276,50.4138
-1.33894,52.0627
-3.09222,54.1927
-1.05753,54.5346
0.525348,51.3386
-1.06952,53.7815
-0.0592653,51.8037
0.307643,51.3842
-2.09802,53.7141
-3.54937,54.6396
-2.69046,53.7451
-0.800714,53.0729
-2.12527,51.4584
-4.78305,50.339
-3.57826,54.5444
-0.73669,51.6199
-3.48873,50.5627
0.161716,51.8671
-3.55147,50.4574
-2.60914,51.7998
-1.68865,55.1659
-3.36966,51.755
-2.13234,53.2625
-3.40727,56.0307
0.0505013,50.7952
-1.48764,51.7844
-2.46306,50.6185
-1.54079,52.5762
-2.12028,57.1517
-4.2352,55.8485
-2.58705,53.3962
0.40266,52.2487
-5.08568,50.1577
-0.0975725,51.0009
