userId,movieId,rating,timestamp
1,169,2.5,1204927694
1,2471,3.0,1204927438
1,48516,5.0,1204927435
2,2571,3.5,1436165433
2,109487,4.0,1436165496
2,112552,5.0,1436165496
2,112556,4.0,1436165499
3,356,4.0,920587155
3,2394,4.0,920586920
3,2431,5.0,920586945
3,2445,4.0,920586945
4,16,4.0,1037740142
4,39,4.0,1037740562
4,45,4.0,1037808019
4,47,2.0,1037739998
4,94,5.0,1037740486
4,101,4.0,1037737327
4,246,4.0,1037739164
4,288,2.0,1037737415
4,296,4.0,1037741922
4,345,4.0,1037740486
4,356,2.0,1037807918
4,357,4.0,1037740097
4,377,4.0,1037740660
4,417,4.0,1037737271
4,440,4.0,1037740330
4,457,4.0,1037807690
4,480,2.0,1037737218
4,492,3.0,1037740309
4,508,2.0,1037807370
4,527,3.0,1037739809
4,535,4.0,1037738617
4,538,5.0,1037740474
4,551,4.0,1037740686
4,562,4.0,1037740038
4,593,3.0,1037737453
4,608,4.0,1037739127
4,766,2.0,1037740504
4,778,4.0,1037738875
4,902,5.0,1037737203
4,903,4.0,1037737649
4,904,4.0,1037737824
4,908,5.0,1037737741
4,915,4.0,1037739455
4,994,5.0,1037738527
4,1041,4.0,1037739940
4,1060,4.0,1037740411
4,1077,4.0,1037738481
4,1079,4.0,1037738496
4,1080,4.0,1037737230
4,1089,4.0,1037738822
4,1136,5.0,1037737942
4,1148,4.0,1037739407
4,1172,5.0,1037739292
4,1197,5.0,1037737391
4,1223,4.0,1037740038
4,1225,3.0,1037742077
4,1230,5.0,1037737283
4,1244,5.0,1037737741
4,1247,5.0,1037737660
4,1248,5.0,1088545666
4,1258,4.0,1037738617
4,1259,3.0,1037742089
4,1265,2.0,1037739164
4,1266,3.0,1037739904
4,1276,4.0,1037737923
4,1288,4.0,1037739149
4,1307,4.0,1037738481
4,1343,3.0,1037740720
4,1393,2.0,1037738925
4,1394,5.0,1037738409
4,1407,4.0,1037740562
4,1449,4.0,1037740074
4,1500,3.0,1037740515
4,1537,4.0,1037739407
4,1571,4.0,1037807847
4,1594,2.0,1037739980
4,1617,4.0,1037737242
4,1635,3.0,1037738446
4,1639,3.0,1037740367
4,1641,4.0,1037740174
4,1648,4.0,1037740504
4,1673,3.0,1037739546
4,1678,4.0,1037738985
4,1680,4.0,1037740669
4,1704,3.0,1037740142
4,1719,4.0,1037807118
4,1729,4.0,1037740399
4,1732,3.0,1037992675
4,1777,3.0,1037807867
4,1784,3.0,1037740155
4,1834,5.0,1037739516
4,1856,2.0,1037740646
4,1916,4.0,1037738786
4,1923,4.0,1037740515
4,1966,3.0,1037739740
4,2132,5.0,1037737601
4,2174,4.0,1088544921
4,2248,4.0,1037738714
4,2289,4.0,1037738335
4,2291,3.0,1037807572
4,2318,2.0,1037807954
4,2384,3.0,1037740583
4,2395,5.0,1037739182
4,2502,5.0,1037740142
4,2571,4.0,1037740093
4,2580,4.0,1037740208
4,2596,4.0,1037740474
4,2599,5.0,1037739841
4,2677,5.0,1037740174
4,2692,4.0,1037738685
4,2700,3.0,1037807993
4,2706,4.0,1088544934
4,2712,2.0,1037740646
4,2729,4.0,1037742203
4,2858,3.0,1037737692
4,2859,5.0,1037737858
4,2918,5.0,1037742102
4,2959,4.0,1037738938
4,2973,4.0,1037742127
4,2997,4.0,1037737504
4,3007,5.0,1037739904
4,3044,4.0,1037740181
4,3067,5.0,1088545912
4,3083,5.0,1037739904
4,3108,2.0,1037738714
4,3129,3.0,1037740155
4,3176,4.0,1037740118
4,3179,3.0,1037740442
4,3201,4.0,1037737649
4,3252,4.0,1037740411
4,3255,3.0,1037740686
4,3261,5.0,1037740646
4,3266,1.0,1037740118
4,3324,3.0,1037741842
4,3396,4.0,1037739499
4,3418,3.0,1037740021
4,3424,4.0,1037742064
4,3476,3.0,1037740118
4,3481,4.0,1037738822
4,3499,3.0,1037738617
4,3515,4.0,1037741426
4,3535,3.0,1037741315
4,3618,3.0,1037741315
4,3751,3.0,1037741070
4,3752,3.0,1037741575
4,3794,2.0,1037741345
4,3852,4.0,1037741447
4,3897,4.0,1037738822
4,3911,4.0,1037739448
4,3948,4.0,1037738538
4,3967,4.0,1037738949
4,3977,4.0,1037741457
4,3983,4.0,1037741039
4,3996,4.0,1037741060
4,4015,2.0,1037741752
4,4027,4.0,1037741150
4,4029,2.0,1037741222
4,4034,4.0,1037739253
4,4235,5.0,1097356941
4,4239,3.0,1037741556
4,4246,4.0,1037741194
4,4255,1.0,1037741793
4,4304,3.0,1037741051
4,4308,1.0,1037741295
4,4361,4.0,1037742115
4,4447,4.0,1037741392
4,4639,2.0,1037741612
4,4641,4.0,1037738465
4,4816,4.0,1037741360
4,4890,4.0,1037741435
4,4903,4.0,1037737824
4,4973,5.0,1088546231
4,4979,4.0,1037739653
4,5218,3.0,1037741287
4,5222,3.0,1040332262
4,5225,5.0,1040332218
4,5296,1.0,1037740993
4,5325,4.0,1037740785
4,5339,4.0,1037737858
4,5415,3.0,1037741664
4,5481,3.0,1037740841
4,5525,5.0,1088545995
4,5620,3.0,1037740962
4,5669,5.0,1088546352
4,5810,4.0,1037740821
4,5878,5.0,1088545500
4,6296,4.0,1088545870
4,6993,5.0,1088545420
4,7037,5.0,1088545504
4,7090,4.0,1097356895
4,8464,4.5,1134425382
4,8622,5.0,1088545319
4,8961,4.0,1192126726
5,1203,4.0,1440027024
5,2571,2.5,1440027038
5,6016,5.0,1440027016
5,7502,4.5,1440027020
5,58559,4.0,1440027029
5,79132,3.0,1440027049
5,92259,4.5,1440026883
5,112183,4.0,1440026932
5,112552,4.5,1440026900
5,112556,4.5,1440026907
5,114060,4.0,1440026942
5,114180,1.5,1440026960
5,114662,2.5,1440026948
5,115170,3.5,1440026956
5,115210,4.0,1440026935
5,115617,3.0,1440026915
5,115713,4.5,1440026922
5,116797,4.0,1440026912
5,119141,2.5,1440026985
5,119145,3.5,1440026931
5,119155,3.0,1440026984
5,120466,0.5,1440026966
5,122882,4.5,1440026918
5,129354,1.5,1440026963
5,133419,3.5,1440026970
6,277,4.0,1275904962
6,318,5.0,1275905438
6,333,4.5,1275904946
6,435,1.0,1275904893
6,520,3.5,1275904903
6,671,3.0,1275905035
6,1242,4.5,1275904935
6,1367,3.5,1275905386
6,1722,4.0,1275904926
6,2137,3.5,1275905078
6,2490,4.0,1275904991
6,2572,3.0,1275905373
6,2699,2.0,1275904888
6,3082,4.0,1275904986
6,3157,2.5,1275905114
6,3363,4.5,1275905017
6,3671,5.0,1275904957
6,3827,4.0,1275905099
7,50,4.0,1451817827
7,260,4.0,1451817834
7,318,3.5,1451817825
7,527,4.0,1451817884
7,858,3.5,1451817833
7,1196,4.0,1451817837
7,1198,4.0,1451817835
7,1917,4.0,1451817857
7,2706,1.5,1451817853
7,2959,4.0,1451817828
7,3147,4.5,1451817855
7,4226,5.0,1451817880
7,5618,5.0,1451817882
7,58559,5.0,1451817836
7,79132,5.0,1451817881
7,109487,5.0,1451817912
7,115713,4.0,1451817866
7,122886,5.0,1451817862
7,134130,5.0,1451817860
7,134853,5.0,1451817861
8,158,3.0,1262034766
8,163,3.5,1262034749
8,172,3.0,1262034781
8,435,1.0,1262034755
8,802,3.5,1262034774
8,849,3.0,1262034857
8,1282,0.5,1262034794
8,1479,3.5,1262034861
8,1639,3.5,1262034744
8,1729,5.0,1262034812
8,2058,3.0,1262034844
8,2161,2.0,1262034826
8,2288,3.5,1262034881
8,3082,3.0,1262034866
8,3174,1.0,1262034872
9,207,4.0,1316736942
9,374,2.5,1316736979
9,524,4.5,1316736879
9,531,2.5,1316736891
9,1049,4.0,1316736959
9,1619,4.0,1316736997
9,1620,4.0,1316737001
9,1894,2.5,1316736966
9,1965,3.5,1316736931
9,2094,3.5,1316736912
9,2541,5.0,1316736863
9,3178,2.0,1316737019
9,4023,3.5,1316737009
9,5945,1.0,1316736986
9,68157,5.0,1316736969
9,69757,3.5,1316737151
10,58,3.5,1104952559
10,163,3.5,1104952615
10,172,2.5,1104952619
10,186,2.0,1104952624
10,236,3.0,1104952550
10,315,3.0,1104952596
10,466,2.0,1104952585
10,832,3.0,1104952564
10,904,4.0,1104952590
10,1090,4.0,1104952626
10,1288,4.0,1104952602
10,1358,4.0,1104952592
10,1653,4.0,1104952579
10,2406,2.5,1104952628
10,2640,3.5,1104952600
10,2761,4.0,1104953911
10,2791,3.5,1104952542
10,3793,4.0,1104952571
10,3897,3.5,1104952610
10,4306,4.0,1104952568
10,4993,4.0,1104952553
10,5060,2.0,1104952622
10,6539,4.0,1104953849
10,7090,4.0,1104953858
10,7153,4.0,1104952725
10,8368,4.0,1104953841
10,8636,3.0,1104952731
10,8665,3.5,1104953862
10,8784,4.0,1104952728
10,8874,4.0,1104953852
11,3,1.5,1102084805
11,21,4.5,1102085321
11,48,3.0,1102085272
11,58,4.5,1102084911
11,110,4.5,1102085156
11,151,4.0,1102084867
11,186,3.5,1102085262
11,225,3.0,1102085293
11,434,3.5,1102085282
11,494,1.5,1102084801
11,497,3.0,1102084826
11,509,3.5,1102085276
11,553,3.5,1102084830
11,586,3.0,1102085287
11,592,4.0,1102085114
11,653,3.5,1102084791
11,802,4.0,1102085223
11,832,3.5,1102084914
11,908,3.5,1102084904
11,1127,3.5,1102085230
11,1200,3.0,1102085238
11,1208,2.5,1102084783
11,1213,3.5,1102085206
11,1220,2.5,1102084786
11,1225,2.0,1102084777
11,1230,1.0,1102084842
11,1259,3.5,1102085219
11,1266,3.5,1102085214
11,1275,3.5,1102085234
11,1370,3.0,1102085154
